"a1","a2","a3","a4","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","category","clock_backend","color_backend","compensation","coordinates","correct","correct_audio_stim","correct_keyboard_response","correct_response","correct_video","count_ContentQ1","count_ContentQ2","count_ContentQ3","count_ContentQ4","count_End_message","count_Q1","count_Q2","count_Q3","count_Start_connection_message","count_Start_video_message","count_a1_correct","count_a1_incorrect","count_a2_correct","count_a2_incorrect","count_a3_correct","count_a3_incorrect","count_a4_correct","count_a4_incorrect","count_about_this_example","count_audio_stim_message","count_block_loop","count_block_sequence","count_counterbalance","count_end_of_practice","count_experiment","count_experimental_loop","count_fixation","count_goodbye","count_green_fix","count_instructions_content","count_instructions_q_1","count_instructions_video","count_keyboard_response","count_logger","count_new_sequence","count_practice_loop","count_practice_sequence","count_practice_stim_loop","count_red_fix","count_reset_feedback","count_responded_message","count_trial_sequence","count_video","count_wait","count_word","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","form_response","form_var","height","keyboard_backend","logfile","mouse_backend","no_response","nonword_response","opensesame_codename","opensesame_version","practice","q1","q1_ans","response","response_a1_correct","response_a1_incorrect","response_a2_correct","response_a2_incorrect","response_a3_correct","response_a3_incorrect","response_a4_correct","response_a4_incorrect","response_audio_stim","response_end_of_practice","response_goodbye","response_instructions_content","response_instructions_q_1","response_instructions_video","response_keyboard_response","response_time","response_time_a1_correct","response_time_a1_incorrect","response_time_a2_correct","response_time_a2_incorrect","response_time_a3_correct","response_time_a3_incorrect","response_time_a4_correct","response_time_a4_incorrect","response_time_audio_stim","response_time_end_of_practice","response_time_goodbye","response_time_instructions_content","response_time_instructions_q_1","response_time_instructions_video","response_time_keyboard_response","response_time_video","response_time_wait","response_video","response_wait","sampler_backend","start","subject_nr","subject_parity","synth_backend","target","time_ContentQ1","time_ContentQ2","time_ContentQ3","time_ContentQ4","time_End_message","time_Q1","time_Q2","time_Q3","time_Start_connection_message","time_Start_video_message","time_a1_correct","time_a1_incorrect","time_a2_correct","time_a2_incorrect","time_a3_correct","time_a3_incorrect","time_a4_correct","time_a4_incorrect","time_about_this_example","time_audio_stim_message","time_block_loop","time_block_sequence","time_counterbalance","time_end_of_practice","time_experiment","time_experimental_loop","time_fixation","time_goodbye","time_green_fix","time_instructions_content","time_instructions_q_1","time_instructions_video","time_keyboard_response","time_logger","time_new_sequence","time_practice_loop","time_practice_sequence","time_practice_stim_loop","time_red_fix","time_reset_feedback","time_responded_message","time_trial_sequence","time_video","time_wait","time_word","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_response","yes_response"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","0","0","259","259","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","6","0","6","0","0","0","6","10","0","0","0","0","6","1","NA","6","0","NA","6","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","518","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","518","0","NA","None","NA","legacy","experiment","422","even","legacy","Embarrassing","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2152548","NA","2136383","473390","2106527","15930","2154225","2155248","2097856","2117991","2117999","2117999","2154748","NA","NA","2152372","22299","NA","2154224","NEUR325-experiment","0","518","2","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","25","25","579","579","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","7","0","7","0","0","0","7","11","0","0","0","0","7","1","NA","7","0","NA","7","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1799","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1799","0","NA","None","NA","legacy","experiment","422","even","legacy","Friend","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2156587","NA","2159834","473390","2106527","15930","2158031","2160335","2097856","2117991","2117999","2117999","2154748","NA","NA","2156423","22299","NA","2158031","NEUR325-experiment","1","2317","4","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","16.6666666667","16.6666666667","557","557","gray","no","xpyriment","not","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","8","0","8","0","0","0","8","12","0","0","0","0","8","1","NA","8","0","NA","8","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1026","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1026","0","NA","None","NA","legacy","experiment","422","even","legacy","Light","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2161563","NA","2159834","473390","2106527","15930","2162743","2164279","2097856","2117991","2117999","2117999","2163778","NA","NA","2161456","22299","NA","2162742","NEUR325-experiment","1","3343","6","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","25","25","517","517","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","9","0","9","0","0","0","9","13","0","0","0","0","9","1","NA","9","0","NA","9","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","798","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","798","0","NA","None","NA","legacy","experiment","422","even","legacy","Phone","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2165524","NA","2167673","473390","2106527","15930","2166871","2168174","2097856","2117991","2117999","2117999","2163778","NA","NA","2165374","22299","NA","2166870","NEUR325-experiment","2","4141","8","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","30","30","457","457","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","10","0","10","0","0","0","10","14","0","0","0","0","10","1","NA","10","0","NA","10","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","438","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","438","0","NA","None","NA","legacy","experiment","422","even","legacy","Motorcycles","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2169359","NA","2171711","473390","2106527","15930","2171270","2172211","2097856","2117991","2117999","2117999","2163778","NA","NA","2169212","22299","NA","2171270","NEUR325-experiment","3","4579","10","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.3333333333","33.3333333333","477","477","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","11","0","11","0","0","0","11","15","0","0","0","0","11","1","NA","11","0","NA","11","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1146","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1146","0","NA","None","NA","legacy","experiment","422","even","legacy","Yellow","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2173335","NA","2175909","473390","2106527","15930","2174755","2176410","2097856","2117991","2117999","2117999","2163778","NA","NA","2173202","22299","NA","2174754","NEUR325-experiment","4","5725","12","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.7142857143","35.7142857143","462","462","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","12","0","12","0","0","0","12","16","0","0","0","0","12","1","NA","12","0","NA","12","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","748","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","748","0","NA","None","NA","legacy","experiment","422","even","legacy","Shoes","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2177645","NA","2179742","473390","2106527","15930","2178989","2180242","2097856","2117991","2117999","2117999","2163778","NA","NA","2177481","22299","NA","2178988","NEUR325-experiment","5","6473","14","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.5","37.5","521","521","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","13","0","13","0","0","0","13","17","0","0","0","0","13","1","NA","13","0","NA","13","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1866","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1866","0","NA","None","NA","legacy","experiment","422","even","legacy","Gorilla","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2181420","NA","2184805","473390","2106527","15930","2182931","2185305","2097856","2117991","2117999","2117999","2163778","NA","NA","2181282","22299","NA","2182930","NEUR325-experiment","6","8339","16","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","33.3333333333","33.3333333333","532","532","gray","no","xpyriment","not","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","14","0","14","0","0","0","14","18","0","0","0","0","14","1","NA","14","0","NA","14","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1248","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1248","0","NA","None","NA","legacy","experiment","422","even","legacy","Small","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2186461","NA","2184805","473390","2106527","15930","2187911","2189664","2097856","2117991","2117999","2117999","2189163","NA","NA","2186350","22299","NA","2187910","NEUR325-experiment","6","9587","18","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35","35","548","548","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","15","0","15","0","0","0","15","19","0","0","0","0","15","1","NA","15","0","NA","15","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1386","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1386","0","NA","None","NA","legacy","experiment","422","even","legacy","Parts","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2190917","NA","2193758","473390","2106527","15930","2192364","2194258","2097856","2117991","2117999","2117999","2189163","NA","NA","2190757","22299","NA","2192364","NEUR325-experiment","7","10973","20","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","31.8181818182","31.8181818182","560","560","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","16","0","16","0","0","0","16","20","0","0","0","0","16","1","NA","16","0","NA","16","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1363","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1363","0","NA","None","NA","legacy","experiment","422","even","legacy","Attractive","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2195426","NA","2193758","473390","2106527","15930","2196988","2198856","2097856","2117991","2117999","2117999","2198356","NA","NA","2195310","22299","NA","2196987","NEUR325-experiment","7","12336","22","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","29.1666666667","29.1666666667","570","570","gray","no","xpyriment","present","legacy","legacy","0","relative","0","0","0","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","17","0","17","0","0","0","17","21","0","0","0","0","17","1","NA","17","0","NA","17","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1350","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1350","0","NA","None","NA","legacy","experiment","422","even","legacy","Destroyed","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2200114","NA","2193758","473390","2106527","15930","2201728","2203582","2097856","2117991","2117999","2117999","2203082","NA","NA","2199926","22299","NA","2201727","NEUR325-experiment","7","13686","24","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","30.7692307692","30.7692307692","573","573","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","18","0","18","0","0","0","18","22","0","0","0","0","18","1","NA","18","0","NA","18","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1237","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1237","0","NA","None","NA","legacy","experiment","422","even","legacy","Celebrate","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2204762","NA","2207716","473390","2106527","15930","2206474","2208216","2097856","2117991","2117999","2117999","2203082","NA","NA","2204632","22299","NA","2206473","NEUR325-experiment","8","14923","26","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","28.5714285714","28.5714285714","557","557","gray","no","xpyriment","present","legacy","legacy","0","relative","0","0","0","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","19","0","19","0","0","0","19","23","0","0","0","0","19","1","NA","19","0","NA","19","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","690","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","690","0","NA","None","NA","legacy","experiment","422","even","legacy","Kill","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2209469","NA","2207716","473390","2106527","15930","2210646","2211852","2097856","2117991","2117999","2117999","2211352","NA","NA","2209355","22299","NA","2210645","NEUR325-experiment","8","15613","28","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","26.6666666667","26.6666666667","549","549","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","20","0","20","0","0","0","20","24","0","0","0","0","20","1","NA","20","0","NA","20","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","865","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","865","0","NA","None","NA","legacy","experiment","422","even","legacy","Accident","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2213093","NA","2207716","473390","2106527","15930","2214572","2215941","2097856","2117991","2117999","2117999","2215441","NA","NA","2212924","22299","NA","2214572","NEUR325-experiment","8","16478","30","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","28.125","28.125","542","542","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","21","0","21","0","0","0","21","25","0","0","0","0","21","1","NA","21","0","NA","21","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","866","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","866","0","NA","None","NA","legacy","experiment","422","even","legacy","Monster","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2217181","NA","2219596","473390","2106527","15930","2218725","2220096","2097856","2117991","2117999","2117999","2215441","NA","NA","2217027","22299","NA","2218724","NEUR325-experiment","9","17344","32","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","29.4117647059","29.4117647059","528","528","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","22","0","22","0","0","0","22","26","0","0","0","0","22","1","NA","22","0","NA","22","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","608","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","608","0","NA","None","NA","legacy","experiment","422","even","legacy","Pillow","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2221294","NA","2223251","473390","2106527","15930","2222638","2223751","2097856","2117991","2117999","2117999","2215441","NA","NA","2221178","22299","NA","2222638","NEUR325-experiment","10","17952","34","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","27.7777777778","27.7777777778","525","525","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","23","0","23","0","0","0","23","27","0","0","0","0","23","1","NA","23","0","NA","23","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","956","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","956","0","NA","None","NA","legacy","experiment","422","even","legacy","sticky note","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2225006","NA","2223251","473390","2106527","15930","2226749","2228214","2097856","2117991","2117999","2117999","2227713","NA","NA","2224866","22299","NA","2226749","NEUR325-experiment","10","18908","36","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","28.9473684211","28.9473684211","515","515","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","24","0","24","0","0","0","24","28","0","0","0","0","24","1","NA","24","0","NA","24","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","681","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","681","0","NA","None","NA","legacy","experiment","422","even","legacy","Calaiopee","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2229411","NA","2231774","473390","2106527","15930","2231089","2232274","2097856","2117991","2117999","2117999","2227713","NA","NA","2229238","22299","NA","2231088","NEUR325-experiment","11","19589","38","no","1024","NA","right"
